App0,"([[2, 0], [2, 4], [2, 17], [5, 1], [5, 6], [5, 23], [7, 2], [7, 5], [7, 13], [9, 3], [9, 11], [4, 7], [13, 8], [13, 9], [14, 10], [14, 12], [16, 14], [16, 15], [16, 21], [10, 16], [10, 20], [8, 18], [18, 19], [18, 22], [12, 24]], ['0.00125194'])"
App1,"([[2, 0], [2, 1], [2, 26], [4, 2], [4, 23], [5, 3], [5, 7], [5, 11], [7, 4], [7, 5], [8, 6], [8, 15], [9, 8], [9, 9], [9, 14], [9, 17], [10, 10], [12, 12], [12, 21], [12, 22], [13, 13], [13, 16], [13, 25], [14, 18], [14, 27], [16, 19], [16, 24], [18, 20]], ['0.00134301'])"
App2,"([[2, 0], [2, 4], [5, 1], [5, 7], [7, 2], [7, 3], [9, 5], [9, 6], [9, 11], [4, 8], [8, 9], [8, 19], [13, 10], [13, 12], [10, 13], [10, 17], [12, 14], [12, 22], [14, 15], [14, 23], [16, 16], [16, 20], [18, 18], [18, 21]], ['0.00130200'])"
App3,"([[2, 0], [2, 1], [2, 14], [2, 25], [5, 2], [5, 18], [7, 3], [7, 4], [7, 19], [9, 5], [9, 6], [9, 8], [9, 9], [4, 7], [13, 10], [13, 12], [13, 13], [14, 11], [8, 15], [10, 16], [10, 17], [12, 20], [12, 23], [16, 21], [16, 22], [3, 24]], ['0.00123072'])"
App4,"([[2, 0], [2, 1], [2, 5], [4, 2], [5, 3], [5, 6], [7, 4]], ['0.00036907'])"
App5,"([[2, 0], [2, 1], [2, 14], [5, 2], [5, 12], [4, 3], [7, 4], [7, 5], [7, 7], [8, 6], [8, 22], [9, 8], [9, 9], [9, 10], [13, 11], [13, 13], [13, 20], [10, 15], [14, 16], [14, 25], [12, 17], [12, 23], [16, 18], [18, 19], [18, 24], [25, 21]], ['0.00137329'])"
App6,"([[2, 0], [2, 2], [5, 1], [5, 3], [7, 4], [7, 5], [7, 6], [4, 7]], ['0.00036573'])"
App7,"([[2, 0], [2, 1], [2, 8], [5, 2], [5, 4], [7, 3], [7, 6], [9, 5], [9, 7], [13, 9], [13, 10], [10, 11], [10, 16], [14, 12], [4, 13], [8, 14], [12, 15], [12, 17]], ['0.00095487'])"
App8,"([[2, 0], [2, 7], [5, 1], [5, 11], [7, 2], [7, 4], [7, 16], [9, 3], [9, 5], [9, 12], [9, 14], [13, 6], [13, 9], [13, 17], [14, 8], [14, 13], [4, 10], [4, 18], [10, 15], [8, 19], [8, 20]], ['0.00102305'])"
App9,"([[2, 0], [2, 4], [5, 1], [5, 7], [5, 14], [7, 2], [7, 5], [9, 3], [9, 8], [9, 10], [9, 17], [13, 6], [13, 9], [14, 11], [10, 12], [16, 13], [16, 16], [16, 22], [4, 15], [8, 18], [12, 19], [18, 20], [18, 21]], ['0.00119996'])"
App10,"([[2, 0], [2, 2], [5, 1], [5, 4], [7, 3], [7, 6], [7, 8], [4, 5], [9, 7], [9, 9], [9, 12], [8, 10], [8, 16], [10, 11], [10, 13], [10, 19], [13, 14], [13, 17], [12, 15], [14, 18], [16, 20], [16, 21], [18, 22]], ['0.00122499'])"
App11,"([[2, 0], [2, 1], [2, 2], [5, 3], [5, 5], [4, 4]], ['0.00027394'])"
App12,"([[2, 0], [2, 2], [2, 3], [5, 1], [5, 4], [5, 14], [4, 5], [7, 6], [7, 13], [9, 7], [9, 8], [8, 9], [10, 10], [13, 11], [13, 12]], ['0.00108814'])"
App13,"([[2, 0], [2, 1], [2, 14], [5, 2], [5, 5], [7, 3], [7, 6], [7, 17], [9, 4], [9, 9], [13, 7], [13, 8], [16, 10], [16, 16], [14, 11], [18, 12], [18, 15], [18, 20], [4, 13], [3, 18], [8, 19], [8, 21]], ['0.00119996'])"
App14,"([[2, 0], [2, 9], [2, 12], [5, 1], [5, 14], [7, 2], [7, 5], [7, 16], [9, 3], [13, 4], [13, 6], [13, 21], [10, 7], [14, 8], [16, 10], [16, 25], [4, 11], [4, 27], [8, 13], [12, 15], [12, 20], [18, 17], [18, 18], [21, 19], [28, 22], [24, 23], [25, 24], [26, 26], [29, 28]], ['0.00207782'])"
App15,"([[2, 0], [2, 1], [2, 4], [5, 2], [5, 3], [4, 5], [7, 6], [7, 8], [7, 13], [7, 14], [9, 7], [8, 9], [13, 10], [10, 11], [12, 12]], ['0.00085902'])"
App16,"([[2, 0], [2, 5], [2, 7], [5, 1], [7, 2], [7, 3], [7, 6], [9, 4], [9, 8], [9, 9], [13, 10], [13, 11], [13, 14], [4, 12], [8, 13], [10, 15]], ['0.00078392'])"
App17,"([[2, 0], [2, 8], [2, 10], [5, 1], [5, 11], [5, 21], [7, 2], [7, 3], [7, 22], [9, 4], [9, 5], [9, 7], [13, 6], [13, 9], [13, 15], [14, 12], [14, 13], [14, 18], [10, 14], [4, 16], [16, 17], [16, 19], [8, 20]], ['0.00114298'])"
App18,"([[2, 0], [2, 1], [2, 4], [5, 2], [5, 14], [7, 3], [7, 5], [7, 6], [4, 7], [4, 15], [8, 8], [8, 11], [9, 9], [9, 10], [10, 12], [12, 13], [13, 16]], ['0.00087094'])"
App19,"([[2, 0], [2, 1], [5, 2], [5, 8], [5, 11], [4, 3], [7, 4], [7, 5], [7, 9], [9, 6], [8, 7], [10, 10]], ['0.00065112'])"
